Όνομα,Απόσταση από νοσοκομείο,Αστέρια,Ιστοσελίδα,E-Mail,Τηλέφωνο,Αριθμός Φαξ,Πόλη,Διεύθυνση,Ταχυδρομικός Κώδικας,Τηλέφωνο 2,Εναλλακτικό Τηλέφωνο,Εναλλακτικό Φαξ
ΦΑΡΟΣ,"


20 Χλμ
",2,,faros_hotel@outlook.com,22260-22260,,Λουτρά Αιδηψού,ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΙΟΥ 3,343 00,,2226-022260,
ΦΘΙΑ,"


1.5 Χλμ
",3,www.hotelsline.gr/fthia,fthia-hot@otenet.gr,22310-53111,22310-31443,Λαμία,ΑΝΔΡΕΑ ΠΑΠΑΝΔΡΕΟΥ 5,351 00,6948488722,,
ΦΙΛΙΟΝ,,3,www.filionecohotel.gr,info@filionecohotel.gr,2224300431,,Νέα Στύρα,ΝΕΑ ΣΤΥΡΑ ΕΥΒΟΙΑΣ,340 15,,,
ΦΙΛΙΠΠΟΣ,"


1 Χλμ
",3,,hphilippos@gmail.com,22610-89680,22610-20121,Λιβαδειά,ΛΕΙΒΑΔΙΑ ΒΟΙΩΤΙΑΣ,321 00,22610-89710,,
ΦΙΛΟΞΕΝΕΙΑ ΑΘΑΝΑΣΙΑΣ,"


1 Χλμ
",1,,,22310-59243,,Λουτρά Υπάτης,ΛΟΥΤΡΑ ΥΠΑΤΗΣ,350 16,22310-59358,2231-037124,
ΦΙΛΟΞΕΝΕΙΑ ΜΑΡΙΑΣ,"


1 Χλμ
",2,www.filoxeniamarias.gr,loutra69@yahoo.gr,22310-59776,22310-59138,Λουτρά Υπάτης,ΛΟΥΤΡΑ ΥΠΑΤΗΣ,350 16,,2231-059312,2231-059138
ΦΙΛΟΞΕΝΙΑ,,2,,,22260-60010,,Άγιος Νικόλαος,ΑΓ.ΝΙΚΟΛΑΟΣ ΑΙΔΗΨΟΥ,343 00,,,
ΦΙΛΟΞΕΝΙΑ,"


9 Χλμ
",4,www.hotelphiloxenia.eu,info@hotelphiloxenia.eu,22210-53825,22210-53169,Βασιλικό,ΛΕΥΚΑΝΤΙ ΕΥΒΟΙΑΣ,340 02,22210-53618,,
ΦΙΛΟΞΕΝΙΑ,"


7 Χλμ
",3,www.philoxenia-thiva.gr,nikospapanastasiou@hotmail.com,22620-28705,22620-28705,Θήβα,"0,5 ΘΗΒΩΝ - ΑΜΠΕΛΟΧΩΡΙΟΥ",322 00,6945-851901,,
ΦΛΟΙΣΒΟΣ,"


25 Χλμ
",2,www.hotelportoevia.com,portoevia@gmail.com,69370-76777,,Αμάρυνθος,,340 06,22290-36071,6937-076777,
ΦΛΩΡΑΚΗΣ,"


0.5 Χλμ
",2,,vflorou66@gmail.com,22330-31312,,Λιβανάτες,,350 07,22330-31612,2233-031312,
ΦΟΙΒΟΣ,"


23 Χλμ
",2,,louven65@gmail.com,22260-22413,2260-24000,Λουτρά Αιδηψού,ΜΕΓ.ΑΛΕΞΑΝΔΡΟΥ 8,343 00,,2226-022413,
ΦΟΙΝΙΞ,"


1 Χλμ
",2,,,22380-24556,,Στυλίδα,ΣΤΥΛΙΔΑ,353 00,,,
ΦΟΥΤΖΙ,"


22 Χλμ
",3,www.fuji.melissargos.com,fuji@melissargos.com,22260-24370,22260-23272,Άγιος Νικόλαος,ΑΓ.ΝΙΚΟΛΑΟΣ ΑΙΔΗΨΟΥ,343 00,22260-23988,21-02827531,
ΦΩΤΕΙΝΗ,,2,,hotelfotini@yahoo.com,22350-22335,22350-80686,Καμένα Βούρλα,ΠΑΛΑΜΑ 5,350 08,6985876821,2235-022335,
ΧΑΛΚΙΔΙΩΤΗΣ ΒΙΛΑΤΖ,"


1 Χλμ
",2,,info@chalkidiotisvillage.com,22210-50067,,Βασιλικό,ΒΑΣΙΛΙΚΟ ΕΥΒΟΙΑΣ,340 02,210-7786359,21-07786359,21-07786359
ΧΑΡΑ,"


0.5 Χλμ
",2,www.harahotel.gr,info@harahotel.gr,22210-76305,22210-76309,Χαλκίδα,ΛΟΥΚ.ΚΑΡΩΝΗ 21,341 00,22210-76309,,
ΧΑΡΑΥΓΗ,"


40 Χλμ
",2,,,22350-22437,,Καμένα Βούρλα,ΕΛ.ΒΕΝΙΖΕΛΟΥ 7,350 08,,2235-022437,
ΧΕΛΙΔΟΝΑ,"


2 Χλμ
",1,,,22370-41221,22370-41111,Μικρό Χωριό,Μ.ΧΩΡΙΟ ΕΥΡΥΤΑΝΙΑΣ,360 75,,,
ΧΙΛΙΑΔΟΥ,"


5 Χλμ
",2,,,26340-71350,,Χιλιαδού,ΧΙΛΙΑΔΟΥ ΔΩΡΙΔΟΣ ΦΩΚΙΔΑΣ,330 56,26340-22434,,
ΧΛΟΗ,"


0.5 Χλμ
",2,,acropole@hotmail.gr,22350-22555,22350-22817,Καμένα Βούρλα,ΚΑΡΑΟΛΗ ΔΗΜΗΤΡΙΟΥ 4,350 08,,2235-022555,
ΧΡΥΣΗ ΑΜΜΟΥΔΙΑ,"


24 Χλμ
",1,http://xrisiammoudia.com/,xrisiammoudia@gmail.com,22260-23105,,Άγιος Νικόλαος,ΑΓ.ΝΙΚΟΛΑΟΣ ΑΙΔΗΨΟΥ,343 00,6981312707,2226-022779,
ΧΩΡΙΟ ΚΕΔΡΟΣ,"


6 Χλμ
",3,www.kedrosvillage.gr,kedros69@otenet.gr,2237021221,,Μυρίκη,ΜΥΡΙΚΙ ΚΑΡΠΕΝΗΣΙΟΥ,361 00,,,
ΨΑΡΡΑΣ,,2,,,22330-93420,,Θεολόγος,,350 01,,,
ΩΚΕΑΝΙΣ,"


0.5 Χλμ
",2,,oceanishotel@yahoo.com,2226022508,,Λουτρά Αιδηψού,ΛΟΥΤΡΑ ΑΙΔΗΨΟΥ,343 00,,2226022508,
ΩΡΑΙΟΤΑΤΟ,"


10 Χλμ
",3,,,22220-58512,,Κονίστρες,,340 16,,,
ΩΡΕΟΙ,"


20 Χλμ
",2,https://hotelorei.business.site/,apoagel@gmail.com,2226022501,2226-024705,Λουτρά Αιδηψού,ΗΡΑΚΛΕΟΥΣ 60,343 00,,2226-022501,
