Όνομα,Απόσταση από νοσοκομείο,Αστέρια,Ιστοσελίδα,E-Mail,Τηλέφωνο,Τηλέφωνο 2,Αριθμός Φαξ,Πόλη,Διεύθυνση,Ταχυδρομικός Κώδικας,Εναλλακτικό Τηλέφωνο,Εναλλακτικό Φαξ
ΟΛΥΜΠΙΑΚΟΝ,"


1.5 Χλμ
",3,,,22940-91078,22940-94012,,Νέα Μάκρη,ΠΟΣΕΙΔΩΝΟΣ 11-15,190 05,21-07218245,21-07218245
ΟΛΥΜΠΙΚ,"


0.8 Χλμ
",2,www.fashionhotels.gr,olympic@fashionhotels.gr,210-6813430,210-6813757,210-6819836,Χαλάνδρι,ΣΟΥΡΗ 1,152 32,2106813430,
ΟΛΥΜΠΙΟΝ,"


3 Χλμ
",2,https://www.olympionhotel.gr,olympionhotel.gr@gmail.com,210-2316019,,210-2316019,Αχαρνές,Λ.ΜΑΒΙΛΗ 10,136 75,,
ΟΜΗΡΟΣ,,3,http://www.omiros-hotel.com,omiros-hotel@hotmail.com,210-3235486,210-3235487,210-3228059,Αθήνα,ΑΠΟΛΛΩΝΟΣ 15,105 57,,
ΟΜΗΡΟΣ,"


1 Χλμ
",1,,hotelikarospireus@gmail.com,210-4833833,,210-4833833,Μοσχάτο,ΟΜΗΡΟΥ 7,183 45,,
ΟΝΕΙΡΟ,"


1 Χλμ
",2,www.hotel-oniro.gr,kaliopi144@hotmail.com,210-8832731,210-8832732,210-8832733,Αθήνα,ΣΠΥΡΟΥ ΤΡΙΚΟΥΠΗ 57,106 83,,
ΟΝΕΙΡΟ Χ 1,"


19 Χλμ
",1,www.xdream.gr,info@xdream.gr,210-6080459,210-6015514,210-6399934,Αγία Παρασκευή,ΥΔΡΑΣ 12,153 42,,
ΟΝΤΕΟΝ,"


0.1 Χλμ
",3,www.hotelodeon.gr,info@hotelodeon.gr,210-5239200,210-5231649,210-5233953,Αθήνα,ΠΕΙΡΑΙΩΣ 42,104 37,,
ΟΡΛΩΦ,"


0.05 Χλμ
",4,www.orloff.gr,hotel@orloff.gr,22980-52564,22980-52495,22980-53532,Ύδρα,ΥΔΡΑ,180 40,21-05226152,21-05227265
ΟΡΦΕΥΣ,"


0.5 Χλμ
",2,www.orpheushotel.gr,info@orpheushotel.gr,210-5232977,210-5224996,210-3252091,Αθήνα,ΧΑΛΚΟΚΟΝΔΥΛΗ 58,104 32,,
ΟΣΚΑΡ,"


0.8 Χλμ
",3,www.oscar.gr,oscar@oscar.gr,210-8834215/9,,210-8216368,Αθήνα,ΣΑΜΟΥ  &  ΦΙΛΑΔΕΛΦΕΙΑΣ 25,104 39,,
ΟΤΕΛ ΜΑΡΤΖΙ,"


3 Χλμ
",2,,takisnikitas@gmail.com,210-5325540,210-5325541,210-5325542,Χαϊδάρι,ΙΕΡΑΣ ΜΟΝΗΣ 4,124 62,,
ΟΥΛΡΙΚΑ,"


1 Χλμ
",1,,info@aeginaplazahotel.com,22970-22910,22970-25600,,Αίγινα,Π.ΓΡΗΓΟΡΙΟΥ Ε 1,180 10,,
ΟΥΡΑΝΙΟ ΤΟΞΟ,"


5 Χλμ
",3,,,210-6217506,210-6217509,,Άνοιξη,ΑΓΙΟΥ ΑΘΑΝΑΣΙΟΥ 5,145 69,,
ΟΥΡΜΠΑΝ ΦΡΕΪΜ ΧΟΤΕΛ,"


1 Χλμ
",3,https://urbanframehotel.com/,info@urbanframehotel.com,2103235969,,,Αθήνα,ΝΙΚΗΣ 40,105 53,,
ΠΑΓΩΝΑ,,1,,,22970-91122,,,Μεγαλοχώρι-Αγκίστρι,ΣΚΑΛΑ ΑΓΚΙΣΤΡΙΟΥ ΑΙΓΙΝΑΣ,180 10,,
ΠΑΛΛΑΣ,"


5 Χλμ
",4,www.palacehotel.gr,manager@palacehotel.gr,210-8948361,08946068,210-8949061,Γλυφάδα,ΒΑΣ.ΓΕΩΡΓΙΟΥ 4,166 75,21-08948361,21-08949061
ΠΑΛΜΥΡΑ ΜΠΗΤΣ,"


3 Χλμ
",4,www.palmyra.gr,info@palmyra.gr,210-8981183,210-8945195,210-8981186,Γλυφάδα,Λ.ΠΟΣΕΙΔΩΝΟΣ 70,166 75,21-08980683,21-08948110
ΠΑΝ,"


3 Χλμ
",3,www.panhotel.gr,reservations@panhotel.gr,210-3237816,,210-3237819,Αθήνα,ΜΗΤΡΟΠΟΛΕΩΣ 11,105 57,,
ΠΑΝΘΕΟΝ,"


1.5 Χλμ
",2,www.pantheonathens.com,info@pantheonathens.com,22990-63040,22990-63041,22990-40664,Μαρκόπουλο,31 ΧΛΜ ΑΘΗΝΩΝ - ΛΑΥΡΙΟΥ,190 03,,
ΠΑΝΟΡΑΜΑ,"


16 Χλμ
",2,www.hotelpanorama-aegina.gr,info@hotelpanorama-aegina.gr,22970-32202,,22970-32144,Αγία Μαρίνα,ΑΓΙΑ ΜΑΡΙΝΑ ΑΙΓΙΝΑΣ,180 10,,
ΠΑΠΑΣΩΤΗΡΙΟΥ,"


0.5 Χλμ
",2,,papasotiriouhotel@gmail.com,22980-42841,,22980-43558,Γαλατάς,25ΗΣ ΜΑΡΤΙΟΥ 41,180 20,,
ΠΑΡΑΝΤΙΣΟ ΡΗΣΟΡΤ,,2,https://paradisoresort.gr/,info@paradisoresort.gr,22970-32696,,,Αγία Μαρίνα,ΑΓ.ΜΑΡΙΝΑ ΑΙΓΙΝΑΣ,180 10,21-09483205,21-09483219
ΠΑΡΘΕΝΗΣ,"


0.2 Χλμ
",2,,plazahot@otenet.gr,210-8956072,210-8952289,210-8953495,Βούλα,ΚΩΝ/ΝΟΥ ΚΑΡΑΜΑΝΛΗ 21,166 73,,
ΠΑΡΘΕΝΩΝ,"


1 Χλμ
",4,www.airotel.gr,pareception@airotel.gr,210-9234594,,210-9235797,Αθήνα,ΜΑΚΡΗ 6-ΜΑΚΡΥΓΙΑΝΝΗ,117 42,21-06400720,21-06400750
ΠΑΡΚ,"


3 Χλμ
",2,www.theparkhotel.gr,park@otenet.gr,210-6007115,210-6007567,210-6002916,Αγία Παρασκευή,ΚΩΝ/ΝΟΥ ΠΑΛΑΙΟΛΟΓΟΥ 1-5,153 42,,
ΠΑΡΚ,"


0.5 Χλμ
",3,www.thepark.gr,info@thepark.gr,210-4524611/4,,210-4524615,Πειραιάς,ΚΟΛΟΚΟΤΡΩΝΗ 103,185 35,,
ΠΑΡΚ,"


1 Χλμ
",5,www.radissonblu.com/hotel-athens,info@rbathenspark.com,210-8894500,210-8894503,210-8238420,Αθήνα,ΛΕΩΦΟΡΟΣ ΑΛΕΞΑΝΔΡΑΣ 10,106 82,,
ΠΑΡΝΙΣ ΠΑΛΛΑΣ,,4,www.parnispalace.gr,info@parnispalace.gr,210-2464010,,,Αχαρνές,20 ΧΛΜ.ΛΕΩΦ.ΠΑΡΝΗΘΟΣ,136 71,,
ΠΑΡΝΩΝ,"


1 Χλμ
",3,www.parnon-hotel.gr,info@parnon-hotel.gr,2105230013,2105230014,2105224315,Αθήνα,3ΗΣ ΣΕΠΤΕΜΒΡΙΟΥ 20 & ΧΑΛΚΟΚΟΝΔΥΛΗ 21,104 32,,
ΠΑΥΛΟΥ,"


0.4 Χλμ
",2,,,22970-22795,22970-24008,,Αίγινα,Π.ΑΙΓΙΝΙΤΟΥ 21,180 10,,
ΠΑΥΛΟΥ,"


2 Χλμ
",3,www.pavlouhotel.gr,hotelpavlou@hotmail.com,22980-22734,22980-22736,22980-22735,Πόρος,ΝΕΩΡΙΟ ΠΟΡΟΥ,180 20,2106847765,2106847765
ΠΕΙΡΑΙΑΣ ΘΕΟΞΕΝΙΑ ΟΤΕΛ,"


1.5 Χλμ
",5,www.theoxeniapalace.com,piraeus@theoxeniapalace.com,210-4112550,,210-4125565,Πειραιάς,ΚΑΡΑΟΛΗ ΔΗΜΗΤΡΙΟΥ 23,185 31,,
ΠΕΙΡΑΙΑΣ ΛΙΜΑΝΙ ΞΕΝΟΔΟΧΕΙΟ,"


0.55 Χλμ
",2,www.piraeusporthotel.com,porthotel@outlook.com,210-4121112,210-4121113,210-4121112,Πειραιάς,ΕΥΑΓΓΕΛΙΣΤΡΙΑΣ 12 & Νοταρά 1,185 31,,
ΠΕΙΡΑΙΩΣ ΠΟΛΙΣ,"


0.5 Χλμ
",2,www.piraeusdream.gr,info@piraeusdream.gr,210-4110555,210-4110540,210-4110542,Πειραιάς,ΦΙΛΩΝΟΣ 79-81,185 35,,
ΠΕΛΑΓΙΑ-ΑΦΡΟΔΙΤΗ,"


7 Χλμ
",3,www.pelagia-aphrodite.com,info@pelagia-aphrodite.com,2736033926,2736033927,27360-34242,Αγία Πελαγία,ΑΓΙΑ ΠΕΛΑΓΙΑ ΚΥΘΗΡΩΝ,802 00,,
ΠΕΛΛΑ ΙΝΝ,"


3 Χλμ
",1,www.pellainn.com,pellainn@yahoo.com,210-3250598,210-3212229,210-3250598,Αθήνα,ΕΡΜΟΥ 104,105 54,,
ΠΕΝΤΕΛΙΚΟΝ,"


2 Χλμ
",5,,,210-6281400,,,Κηφισιά,Θ.ΔΕΛΗΓΙΑΝΝΗ 66,145 62,,
ΠΕΡΓΑΜΟΣ,"


1 Χλμ
",2,www.pergamoshotel.gr,info@pergamoshotel.gr,210-5231991/2,,210-5231993,Αθήνα,ΑΧΑΡΝΩΝ 14,104 33,,
ΠΕΡΔΙΚΑ,"


0.02 Χλμ
",4,www.perdikasuites.gr,info@perdikasuites.gr,22970-61101,210-9647128,22970-61106,Πέρδικα,ΠΕΡΔΙΚΑ ΑΙΓΙΝΑΣ,180 10,210-9647128,210-9647151
ΠΕΡΙΑΝΘ,,5,http://www.perianthhotel.com,andreas@perianthhotel.com,2103226531,000-0000000,210 3227 120,Αθήνα,"ΒΑΣΙΛΙΚΗΣ , ΣΚΟΥΖΕ & ΛΙΜΠΟΝΑ",10560,,
ΠΕΡΙΣ ΧΟΤΕΛ ΔΙΑΜΕΡΙΣΜΑΤΑ,"


1 Χλμ
",2,www.perishotelapt.gr,info@perishotelapt.gr,22940-83763,,22940-83752,Αρτέμιδα,25ΗΣ ΜΑΡΤΙΟΥ 28-ΒΟΡΙΝΕΖΑ,190 16,,
ΠΕΡΙΣΚΟΠΙΟ,"


0.5 Χλμ
",4,www.periscope.gr,info@periscope.gr,210-7297200,,210-7297206,Αθήνα,ΧΑΡΙΤΟΣ 22,106 75,,
ΠΕΥΚΑ,"


1.5 Χλμ
",2,,info@hotelpines.com,210-6205011,210-6205013,210-8079564,Κηφισιά,ΑΡΤΕΜΙΔΟΣ & ΧΕΛΙΔΩΝΟΥΣ,145 62,,
ΠΗΓΑΙ,"


0.5 Χλμ
",4,https://pigai.gr/ypr.html,nanou.angie@gmail.com,22980-92258,22980-92378,22980-92258,Μέθανα,25ΗΣ ΜΑΡΤΙΟΥ 1,180 30,2298-092258,
ΠΙΚΕΡΜΙ,"


2 Χλμ
",2,,info@pikermihotel.gr,210-6039231,,210-6039349,Πικέρμι,ΜΑΡΑΘΩΝΟΣ 54,190 09,,
ΠΙΝΔΑΡΟΣ,,1,,,210-5244229,,,Αθήνα,ΣΟΦΟΚΛΕΟΥΣ 24,105 52,,
ΠΙΤΣΙΝΑΔΕΣ,"


3 Χλμ
",3,www.pitsinades.com,xenonas@pitsinades.com,27360-33877,,27360-33877,Αρωνιάδικα,ΑΡΩΝΙΑΔΙΚΑ ΚΥΘΗΡΩΝ,802 00,21-04173702,21-04173702
ΠΛΑΖΑ,"


0.3 Χλμ
",3,www.non-smoking.gr,plazahot@otenet.gr,210-8991079,,210-8991662,Βούλα,ΚΩΝΣΤΑΝΤΙΝΟΥ ΚΑΡΑΜΑΝΛΗ 17,166 73,,
ΠΛΑΖΑ,"


1 Χλμ
",1,,e12008@windowslive.com,22970-25600,,,Αίγινα,ΚΑΖΑΝΤΖΑΚΗ 4,180 10,,
ΠΛΑΖΑ ΡΕΖΟΡΤ,"


20 Χλμ
",3,www.plaza-resort.com,sales@plaza-resort.com,22910-75000,,22910-75200,Ανάβυσσος,51 ΧΛΜ ΑΘΗΝΩΝ ΣΟΥΝΙΟΥ,190 13,21-03634235,21-03608810
ΠΛΑΖΑ ΣΤΡΑΝΤ,"


4 Χλμ
",3,,,210-9670196,210-9670197,210-9670139,Βουλιαγμένη,ΛΗΤΟΥΣ 14,166 71,,
ΠΛΑΚΑ,"


2 Χλμ
",3,www.athenshotelsgroup.com,plaka@athenshotelsgroup.com,210-3222096/8,,210-3211800,Αθήνα,ΚΑΠΝΙΚΑΡΕΑΣ 7,105 56,,
ΠΛΑΤΩΝ,"


0.5 Χλμ
",2,www.platon-hotel.gr,info@platon-hotel.gr,210-9403176,,210-9403314,Μοσχάτο,ΠΛΑΤΩΝΟΣ 3,183 44,,
ΠΛΑΤΩΝ,"


4 Χλμ
",3,www.platonhotel.com,info@platonhotel.com,210-2815612,210-2822615,210-2823713,Μεταμόρφωση,ΚΥΚΛΑΔΩΝ ΚΑΙ ΨΥΧΑΡΗ,144 52,,
ΠΟΛΙΣ ΜΕΓΑ,"


0.2 Χλμ
",4,www.polisgrandhotel.gr,info@polisgrandhotel.gr,210-5243156,,210-5233688,Αθήνα,ΒΕΡΑΝΖΕΡΟΥ 10,104 32,,
ΠΟΡΟΣ ΒΙΣΤΑ,"


0.4 Χλμ
",3,www.porosvistahotel.com,welcome@porosvistahotel.com,22980-42227,22980-43728,,Γαλατάς,,180 20,,
ΠΟΡΦΥΡΑ,"


0.5 Χλμ
",3,,porfyra1@gmail.com,27360-33329,,27360-33924,Ποταμός,ΠΟΤΑΜΟΣ ΚΥΘΗΡΩΝ,802 00,2736-033777,
ΠΟΡΦΥΡΟΥΣΑ,"


10 Χλμ
",3,www.porfyrousa.gr,info@porfyrousa.gr,27360-38281,,27360-38282,Μυλοπόταμος,ΜΥΛΟΠΟΤΑΜΟΣ ΚΥΘΗΡΩΝ,801 00,6977-013370,2736-038282
ΠΟΣΕΙΔΩΝ,"


0.5 Χλμ
",3,www.poseidonhotel.com.gr,info@poseidonhotel.com.gr,210-9872000,,210-9829217,Παλαιό Φάληρο,ΛΕΩΦ.ΠΟΣΕΙΔΩΝΟΣ 72,175 62,,
ΠΟΣΕΙΔΩΝ,,2,http://www.hotelpossidon.gr,possidon.aegina@gmail.com,22970-32125,,,Αγία Μαρίνα,ΑΓΙΑ ΜΑΡΙΝΑ ΑΙΓΙΝΑΣ,180 10,,
ΠΟΣΕΙΔΩΝΕΙΟΝ ΜΠΙΤΣ ΒΙΛΛΑΣ,,3,https://sounionvillas.gr/,denniskas2000@gmail.com,2292039141,6932243864,,Κάτω Σούνιο,"67,5 ΧΛΜ ΑΘΗΝΩΝ ΣΟΥΝΙΟΥ",195 00,6932243864,
ΠΟΣΕΙΔΩΝΙΟ,"


0.5 Χλμ
",2,www.hotelposeidonio.com,info@hotelposeidonio.com,210-4286651,210-4286656,210-4599220,Πειραιάς,ΧΑΡΙΛΑΟΥ ΤΡΙΚΟΥΠΗ 3,185 36,,
ΠΟΣΕΙΔΩΝΙΟΝ,"


0.2 Χλμ
",5,www.poseidonion.com,gm@poseidonion.com,22980-74553,,22980-74248,Σπέτσες,ΣΠΕΤΣΕΣ,180 50,6944-350618,
ΠΟΥΛΑΚΗΣ,"


0.02 Χλμ
",1,,hotelpoulakis@gmail.com,22970-91353,,22970-91443,Μεγαλοχώρι-Αγκίστρι,,180 10,,
ΠΡΑΣΙΝΟ ΑΚΡΩΤΗΡΙ,"


3 Χλμ
",4,www.caboverde.gr,info@caboverde.gr,22940-33111,,22940-33112,Νέα Μάκρη,ΠΟΣΕΙΔΩΝΟΣ 41,190 05,,
ΠΡΑΣΙΝΟΣ ΛΟΦΟΣ,"


3 Χλμ
",2,www.greenhill.gr,info@greenhill.gr,210-2850190/1,2850191,,Ηράκλειο,ΑΜΑΡΟΥΣΙΟΥ 36,141 22,,
ΠΡΕΖΙΤΕΝΤ,"


1 Χλμ
",4,www.president.gr,president@president.gr,210-6989000,6989500,210-6924900,Αθήνα,ΚΗΦΙΣΙΑΣ 43,115 23,,
ΠΡΙΑΜΟΣ,"


1 Χλμ
",2,,a.giotopoulou@asd-sa.gr,210-7295930,210-7295932,210-7295932,Αθήνα,ΦΩΚΙΑΝΟΥ 26-28,116 35,,
ΠΡΙΒΕ,"


2 Χλμ
",2,,priveath@otenet.gr,210-5227800,210-5221807,210-5221807,Αθήνα,ΚΕΡΑΜΕΩΝ 26,104 37,,
ΠΡΙΒΕ,"


4 Χλμ
",2,www.privehotel.gr,hotelmanager@privehotel.gr,210-5575190,210-5575191,210-5576424,Σκαραμαγκάς,Β.ΕΛΛΑΔΟΣ & ΠΛΟΥΤΑΡΧΟΥ,124 62,,
ΠΡΙΓΚΗΠΙΚΟΝ,"


1 Χλμ
",1,,elikonhotel@gmail.com,210-5242376,210-5248490,22260-23572,Αθήνα,ΒΕΡΑΝΖΕΡΟΥ 27,104 32,,
ΠΡΙΜΑ,"


0.1 Χλμ
",1,,loukopoulosmarios@yahoo.com,210-4826603,210-4813359,210-4812501,Πειραιάς,Δ. ΦΑΛΗΡΕΩΣ 7,185 33,,
ΠΥΘΑΓΟΡΕΙΟΝ,"


0.5 Χλμ
",3,www.hotelsofathens.com info@hotelsofathens.com,tsakiri1@otenet.gr,210-5242811,210-5242812,210-5245581,Αθήνα,ΑΓ.ΚΩΝ/ΝΟΥ 28,104 37,,
ΠΥΛΗ ΤΩΝ ΑΘΗΝΩΝ,"


1 Χλμ
",4,www.athensgate.gr,gm@athensgate.gr,210-9238302,210-9238781,210-9237493,Αθήνα,ΛΕΩΦΟΡΟΣ ΣΥΓΓΡΟΥ 10,117 42,,
ΡΑΜΑΝΤΑ ΑΤΙΚΑ ΡΙΒΙΕΡΑ,"


5 Χλμ
",4,www.ramadaatticariviera.com,reservations@ramadaatticariviera.com,22940-77555,,22940-77233,Νέα Μάκρη,Λ.ΠΟΣΕΙΔΩΝΟΣ 55-57,190 05,,
ΡΑΣΤΩΝΗ,"


0.5 Χλμ
",2,www.rastoni.gr,info@rastoni.gr,2107212315,2107212315,22970-27639,Αίγινα,ΣΤΡ.ΔΗΜ.ΠΕΤΡΙΤΗ 31,180 10,2107212315,
ΡΑΧΗΛ,,1,www.hotelrachel.com,info@hotelrachel.com,22970-32168,22970-32367,22970-32368,Αγία Μαρίνα,ΑΓ.ΜΑΡΙΝΑ ΑΙΓΙΝΑΣ,180 10,21-04974837,
ΡΙΟ ΑΘΗΝΑΣ ΙΙ,,3,www.hotel-rio.gr,info@hotel-rio.gr,210-5227075,,210-5227377,Αθήνα,ΟΔΥΣΣΕΩΣ 15-17,104 36,,
ΡΙΟΝ,"


1 Χλμ
",2,www.hotel-rio.gr,info@hotel-rio.gr,210-5229954,210-5227063,210-5227377,Αθήνα,ΟΔΥΣΣΕΩΣ 13,104 36,,
ΡΟΖΑ,,1,www.hotelroza.gr,hotelroza@outlook.com,210-9403555,,2109403555,Καλλιθέα,ΑΙΓΕΩΣ 56 ΚΑΙ ΑΓΗΣΙΛΑΟΥ,176 75,,
ΡΟΗ,"


1 Χλμ
",3,www.royhotelathens.com,info@royhotelathens.com,210-8610843,,210-8622529,Αθήνα,ΡΟΔΟΥ 15,112 52,,
ΡΟΜΑΝΤΙΚΑ ΑΠΑΡΤΜΕΝΤΣ,"


7 Χλμ
",3,www.romanticahotel.gr,romantica@kythira.com,27360-33834,27360-33835,27360-33915,Αγία Πελαγία,,801 00,6976-751871,
ΡΟΜΑΝΤΙΚΑ ΙΙ,,3,www.romanticahotel.gr,romantica@kythira.com,27360-33834,6976751871,,Αγία Πελαγία,,802 00,6976751871,
ΡΟΥΑΓΙΑΛ,"


5 Χλμ
",2,,nagastas@yahoo.gr,210-5576481,,,Σκαραμαγκάς,ΠΑΛΑΣΚΑ 1,124 62,,
ΡΟΥΑΓΙΑΛ ΟΛΥΜΠΙΚ,"


1 Χλμ
",5,www.royalolympic.com,info@royalolympic.com,210-9288400,,210-9288526,Αθήνα,ΑΘ. ΔΙΑΚΟΥ 28-34,117 43,,
ΡΟΥΓΑ,"


5 Χλμ
",2,,,27360-33596,,,Αρωνιάδικα,,802 00,,
ΡΟΥΜΑΝΗ,"


0.03 Χλμ
",3,www.hotelroumani.gr,info@hotelroumani.gr,22980-72244,22980-72344,22980-73061,Σπέτσες,ΣΠΕΤΣΕΣ,180 50,2298-072875,2298-073061
ΡΩ,"


1 Χλμ
",2,http://www.roapartmentsporos.gr/,romanidisn@gmail.com,2298024065,2298024475,2104118383,Πόρος,ΑΣΚΕΛΙ ΠΟΡΟΥ ΤΡΟΙΖΗΝΙΑΣ,180 20,2298024065,2104118383
ΣΑΒΟΙ,"


0.25 Χλμ
",3,www.savoyhotel.gr,savoy@otenet.gr,210-4284580,,210-4284588,Πειραιάς,ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΙΟΥ 93,185 36,,
ΣΑΛΕΜ,"


5 Χλμ
",2,https://xcitehotels.gr/el/hotel-salem/salem-rooms?gclid=EAIaIQobChMIk5PA6oTo6QIVzbTtCh0CqQV5EAAYASAAEgJNaPD_BwE,salemhotel@hotmail.com,2109944288,2109944289,2109944235,Αργυρούπολη,Μ.ΓΕΡΟΥΛΑΝΟΥ 1,164 52,6972888990,2109944235
ΣΑΜΓΟΥΕΡ ΒΟΥΛΙΑΓΜΕΝΗ,"


3 Χλμ
",5,www.somewhere-hotels.com,frontoffice.atticagreece@somewhere-hotels.com,2291060031,,2109670004,Βουλιαγμένη,ΔΙΟΣ 2,166 71,2291060031,2291060043
ΣΑΝ ΡΕΜΟ,,1,http://hostelsanremoathens.com,info@hostelsanremoathens.com,210-5233245,,,Αθήνα,ΝΙΣΥΡΟΥ 8,104 38,,
ΣΑΡΩΝ,"


0.5 Χλμ
",3,www.hotelsaronporos.com,admin@hotelsaronporos.com,22980-22279,,22980-23670,Πόρος,,180 20,21-03602787,21-03601525
ΣΑΡΩΝ,"


5 Χλμ
",2,www.saronhotel.gr,info@saronhotel.gr,2292039144,,22920-39045,Κάτω Σούνιο,60 ΧΛΜ ΑΘΗΝΩΝ - ΛΑΥΡΙΟΥ,195 00,2292-039144,2292-039045
ΣΑΡΩΝΙΚΟΣ,"


7 Χλμ
",1,,,22970-52224,,,Βαθύ,,180 10,,
ΣΑΡΩΝΙΣ,"


15 Χλμ
",4,www.saronis-methana.gr,sales@saronis-methana.gr,22980-92312,22980-092376,22980-92590,Μέθανα,ΜΕΘΑΝΑ,180 30,,
ΣΑΡΩΝΙΣ,"


14 Χλμ
",1,,,22970-32386,,,Αγία Μαρίνα,ΑΓΙΑ ΜΑΡΙΝΑ ΑΙΓΙΝΑΣ,180 10,2297-032386,
ΣΑΡΩΝΙΣ,"


0.2 Χλμ
",1,www.saronis.com,info@saronis.com,22970-91394,,22970-91394,Σκάλα,ΙΩΑΝΝΟΥ ΜΕΤΑΞΑ,180 10,2297-091226,
ΣΕΙΡΗΝΑ,"


3.5 Χλμ
",3,,info@sireneblueresort.gr,22980-22741,22980-22742,22980-22744,Πόρος,ΠΟΡΟΣ,180 20,2298022741,2298-022744
ΣΕΛΕΣΤΙΑ,,4,www.filoxeneskatoikies.gr,filoxeneskatoikies@yahoo.com,27360-33755,,21212-19972,Καρβουνάδες,ΚΕΡΑΜΩΤΟ,801 00,,
ΣΕΜΕΛΗ,"


2 Χλμ
",2,www.hotel-semeli.gr,info@hotel-semeli.gr,210-8657527,,,Αθήνα,ΘΗΡΑΣ 16,112 57,,
ΣΕΜΙΡΑΜΙΣ,"


1 Χλμ
",5,www.semiramisathens.com,sflenga@yeshotels.gr,210-6284400,2103273200,210-6284499,Κηφισιά,ΧΑΡΙΛΑΟΥ ΤΡΙΚΟΥΠΗ ΚΑΙ ΦΙΛΑΔΕΛΦΕΩΣ,145 62,,
ΣΕΝΤΡΟΤΕΛ ΠΛΑΤΕΙΑΣ ΒΙΚΤΩΡΙΑΣ,"


0.5 Χλμ
",2,www.centrotel.gr,info@centrotel.gr,210-8258010,,210-8258015,Αθήνα,ΠΑΙΩΝΙΟΥ 11,104 40,,
ΣΕΣΙΛ,"


0.5 Χλμ
",2,www.cecilhotel.gr,info@cecil.gr,210-3218005,210-3217079,210-3219606,Αθήνα,ΑΘΗΝΑΣ 39,105 54,,
ΣΙ ΒΙΟΥ,"


0.3 Χλμ
",4,www.hotelseaview.eu,welcome@hotelseaview.eu,210-8947681,210-8947682,210-8942189,Γλυφάδα,ΞΑΝΘΟΥ 4,166 74,,
ΣΙΒΙΤΕΛ,"


0.5 Χλμ
",4,www.civitelhotels.com,gm@civitelhotels.com,210-6101000,210-6101000,210-6898195,Αμαρούσιο,ΚΗΦΙΣΙΑΣ2 &  ΠΑΝΤΑΝΑΣΣΗΣ,151 25,,
ΣΙΔΡΑ,"


0.05 Χλμ
",3,,sidrahotel@yahoo.gr,22980-53401,22980-53402,22980-52111,Ύδρα,ΥΔΡΑ,180 40,6972182585,
ΣΙΚ,"


0.2 Χλμ
",4,www.chichotel.gr,res@chichotel.gr,210-5222822,,2118005222,Αθήνα,ΠΕΙΡΑΙΩΣ 25,105 52,,
ΣΙΝΕΜΑ,,2,,priamos11@yahoo.gr,2102840033,,,Μεταμόρφωση,ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ 22,14452,,
ΣΙΣΣΥ,"


5.5 Χλμ
",1,,razvan1113@gmail.com,22970-62122,,,Αίγινα,ΜΑΡΑΘΩΝΑΣ ΑΙΓΙΝΑΣ,180 10,2297-026630,
ΣΙΤΥ ΣΕΡΚΟΥΣ,"


1 Χλμ
",4,www.citycircus.gr,info@citycircus.gr,213-0237244,,213-0237244,Αθήνα,ΣΑΡΡΗ 16-16Α,105 53,,
ΣΚΟΡΠΙΟΣ,"


1 Χλμ
",2,www.hotel-scorpios.gr,info@hotel-scorpios.gr,210-4512172,210-4524751,210-4512172,Πειραιάς,ΑΚΤΗ ΘΕΜΙΣΤΟΚΛΕΟΥΣ 156,185 39,,
ΣΟΛΩΜΟΥ,"


0.2 Χλμ
",3,www.solomouhotel.com,info@hotelsolomou.com,210-5231435,,210-5229101,Αθήνα,ΣΟΛΩΜΟΥ 72,104 32,,
ΣΟΥΪΤΕΣ ΤΕΧΝΗΣ ΑΘΗΝΩΝ,"


0.6 Χλμ
",4,,info@arthotelathens.gr,210-7473170,,210-7473180,Αθήνα,ΣΕΒΑΣΤΕΙΑΣ 3,115 28,21-05240501,21-05243384
ΣΟΥΙΤΕΣ ΤΕΧΝΗΣ ΚΟΡΑΗ,,5,,info@arthotelathens.gr,210-5238373,,,Αθήνα,ΣΟΛΩΜΟΥ 78,104 32,,
ΣΟΦΙΑ,"


0.05 Χλμ
",3,www.hotelsophia.gr,hydra@hotelsophia.gr,22980-52313,,22980-52313,Ύδρα,ΜΙΑΟΥΛΗ 1,180 40,21-04538697,21-04513925
ΣΟΦΙΤΕΛ ΑΕΡΟΔΡΟΜΙΟΥ ΑΘΗΝΩΝ,"


2 Χλμ
",5,www.sofitel.com,h3167@sofitel.com,210-3544000,,210-3544444,Σπάτα,Δ.Α.ΑΘΗΝΩΝ- ΕΛ.ΒΕΝΙΖΕΛΟΣ-,190 04,,
ΣΠΑΡΤΑ ΤΙΜ,"


0.1 Χλμ
",1,www.spartahotel.gr,info@spartahotel.gr,2105244561,,210-5245155,Αθήνα,ΜΕΝΑΝΔΡΟΥ 21,105 53,,
ΣΠΑΡΤΗ,"


1.5 Χλμ
",1,,,210-4177882,,,Πειραιάς,ΚΑΠΟΔΙΣΤΡΙΟΥ 18,185 31,,
