Όνομα,Απόσταση από νοσοκομείο,Αστέρια,Ιστοσελίδα,E-Mail,Τηλέφωνο,Αριθμός Φαξ,Πόλη,Διεύθυνση,Ταχυδρομικός Κώδικας,Τηλέφωνο 2,Εναλλακτικό Τηλέφωνο,Εναλλακτικό Φαξ
ΑΛΕΞΑΝΔΡΟΣ,"


4 Χλμ
",2,,stagonis@otenet.gr,23750-31029,,Όρμος Παναγίας,ΟΡΜΟΣ ΠΑΝΑΓ.ΑΓ.ΝΙΚ.ΧΑΛ/ΚΗ,630 78,,2310304659,
ΑΛΕΞΑΝΔΡΟΣ,"


2 Χλμ
",3,www.hotel-alexandros.gr,info@hotel-alexandros.gr,2310-722297,2310-722590,Αγχίαλος,ΑΓΧΙΑΛΟΣ ΘΕΣ/ΝΙΚΗΣ,570 11,722264,,
ΑΛΕΞΑΝΔΡΟΣ,"


2 Χλμ
",2,www.hotel-alexandros-neoi-poroi.gr,dionisistz@gmail.com,23520-43041,23520-42335,Νέοι Πόροι,ΔΑΦΝΗΣ & ΛΙΟΤΟΠΟΥΛΟΥ,600 65,,241-0613050,
ΑΛΕΞΑΝΔΡΟΣ,"


0.01 Χλμ
",1,https://www.alexandrosleptokarya.com/el-gr,bupwv@yahoo.com,23520-32223,,Λεπτοκαρυά,Ι.ΜΕΤΑΞΑ 44,600 63,69790-51501,,
ΑΛΕΞΑΝΔΡΟΣ,"


5 Χλμ
",3,www.alexander-hotel.gr,alexanderhotel@gmail.com,23210-78777,23210-78355,Λευκώνας,5ΧΛΜ ΕΟ ΣΕΡΡΩΝ ΘΕΣ/ΝΙΚΗΣ,621 00,23210-78755,,
ΑΛΕΞΑΝΔΡΟΣ 1,"


15 Χλμ
",1,www.haus-sakis.de,giotakosg@gmail.com,23750-51262,23750-51261,Τορώνη,ΤΟΡΩΝΗ ΣΥΚΙΑΣ ΧΑΛΚΙΔΙΚΗΣ,630 72,,2375-051262,
ΑΛΕΞΑΝΔΡΟΣ 2,"


15 Χλμ
",1,www.haus-sakis.de,giotakosg@gmail.com,23750-51262,23750-51261,Τορώνη,ΤΟΡΩΝΗ ΧΑΛΚΙΔΙΚΗΣ,630 72,,2375-051262,
ΑΛΕΞΑΝΔΡΟΣ ΠΑΛΛΑΣ,"


2 Χλμ
",5,www.alexandros-hotel.gr,alexh@otenet.gr,23770-31424,23770-31100,Νέα Ρόδα,Τ.Θ.5843,630 75,23770-31402,231-0328860,231-0328861
ΑΛΙΑ ΠΑΛΑΣ,"


0.5 Χλμ
",5,www.alia-palace.com,info@alia-palace.com,23740-61166,23740-63301,Πευκοχώρι,ΠΕΥΚΟΧΩΡΙ ΧΑΛΚΙΔΙΚΗΣ,630 85,,,
ΑΛΚΙΝΟΟΣ,"


16 Χλμ
",3,www.alkinooshotel.gr,info@alkinooshotel.gr,23710-52524,23710-52702,Καλύβες Πολυγύρου,ΓΕΡΑΚΙΝΗ ΠΟΛΥΓ.ΧΑΛΚΙΔΙΚΗΣ,631 00,23710-52724,231-0733592,2371-052702
ΑΛΚΙΟΝΑΡΙ,"


0.2 Χλμ
",1,www.ammouliani.com.gr,trigonaki@gmail.com,23770-51057,,Αμμουλιανή,ΑΜΜΟΥΛΙΑΝΗ ΧΑΛΚΙΔΙΚΗΣ,630 75,,,
ΑΛΚΥΟΝΙΣ,"


0.5 Χλμ
",3,www.hotelalkyonis.gr,contact@hotelalkyonis.gr,23520-41416,23520-41627,Πλαταμώνας,ΦΡΟΥΡΙΟΥ 17,600 65,23520-41627,2310-520200,2310-520252
ΑΛΚΥΟΝΙΣ,"


1 Χλμ
",2,www.alkyonis.com,reservations@mykoniatihotels.gr,23990-48555,23990-24041,Νέα Καλλικράτεια,ΚΑΤΣΙΡΜΑ 11,630 80,2399023504,,
ΑΛΚΥΟΝΙΣ,"


0.25 Χλμ
",1,www.alkionis.gr,adam0007@otenet.gr,23770-22577,23770-21078,Ιερισσός,ΙΕΡΙΣΣΟΣ ΧΑΛΚΙΔΙΚΗΣ,630 75,,2377-022577,2377-021078
ΑΛΚΥΟΝΙΣ,,1,http://alkyonishotel-spa.gr,info@alkyonishotel-spa.gr,2384091050,,Λουτράκι,ΛΟΥΤΡΑΚΙ ΑΡΙΔΑΙΑΣ,584 00,,,
ΑΛΚΥΩΝ,,4,www.alkion-hotel.com,info@alkion-hotel.com,23740-52260,23740-52366,Κρυοπηγή,ΚΡΥΟΠΗΓΗ ΧΑΛΚΙΔΙΚΗΣ,630 77,,,
ΑΛΚΥΩΝ,"


7 Χλμ
",3,,hotelalkyon.paralia@gmail.com,23510-61613,23510-61613,Καλλιθέα,ΣΤΡΑΤΟΥ 2,601 00,2351061635,2351-026261,
ΑΛΛΕΑ,,2,www.toroni-allea.gr,info@toroni-allea.gr,23750-51400,23750-51320,Τορώνη,ΤΟΡΩΝΗ ΧΑΛΚΙΔΙΚΗΣ,630 72,23750-51320,,
ΑΛΜΥΡΑ,"


5 Χλμ
",2,www.hotel-almira.gr,almira@otenet.gr,23920-51414,23920-51621,Αγία Τριάδα,ΠΟΛΥΤΕΧΝΕΙΟΥ 1,570 19,,,
ΑΛΣΗΪΔΕΣ,"


25 Χλμ
",3,www.alseides.gr,info@alseides.gr,23510-82812,23510-82266,Ελατοχώρι,,601 00,,,
ΑΛΦΑ,"


1 Χλμ
",3,www.hotelalfa.gr,hotel-a@otenet.gr,23810-22221,23810-24777,Έδεσσα,ΕΓΝΑΤΙΑΣ 28,582 00,23810-22231,,
ΑΛΩΝΙ,"


0.5 Χλμ
",2,,nikoletou@hotmail.com,23740-20457,23740-20459,Πευκοχώρι,ΠΕΥΚΟΧΩΡΙ ΧΑΛΚΙΔΙΚΗΣ,630 85,,,
ΑΜΑΛΙΑ,"


1 Χλμ
",2,www.hotelamalia.gr,thess@hotelamalia.gr,2310-268321/5,2310-233356,Θεσσαλονίκη,ΕΡΜΟΥ 33,546 24,,,
ΑΜΑΡΙ,,3,www.hotelamari.gr,amarichalkidiki@gmail.com,23750-61400,23750-61305,Μεταμόρφωση,ΜΕΤΑΜΟΡΦΩΣΗ ΧΑΛΚΙΔΙΚΗΣ,630 78,23750-61305,,
ΑΜΜΟΣ,"


6 Χλμ
",1,www.ammos-beach.gr,ammos1studios@gmail.com,23510-62222,2351-200567,Ολυμπιακή Ακτή,ΠΟΣΕΙΔΩΝΟΣ 21,601 00,23511-81086,6937-039992,2351-200567
ΑΜΜΟΣ,,2,www.hotelammos.gr,info@hotelammos.gr,23740-52205,,Πολύχρονο,,630 85,,,
ΑΜΜΟΣ,"


1 Χλμ
",1,www.hotel-ammos.gr,info@hotel-ammos.gr,23750-94226,23750-94226,Σάρτη,,630 72,,,
ΑΜΜΟΣ,,3,www.ammos-hotel.gr,info@ammos-hotel.gr,23920-51280,,Αγία Τριάδα,ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ 39,570 19,,,
ΑΜΜΟΣ ΒΙΛΛΑ,"


6 Χλμ
",1,,tsitlakidis@gmail.com,23510-39992,23510-77771,Ολυμπιακή Ακτή,,601 00,69370-77771,,
ΑΜΜΟΥΛΙΑΝΗ,"


0.1 Χλμ
",3,www.hotelammouliani.gr,info@hotelammouliani.gr,6948510595,23770-51130,Αμμουλιανή,ΑΜΜΟΥΛΙΑΝΗ ΧΑΛΚΙΔΙΚΗΣ,630 75,23770-51120,2377-051251,
ΑΜΜΩΝ,"


0.3 Χλμ
",3,ammongarden.com,ammongarden@gmail.com,23740-63647,23740-63600,Πευκοχώρι,,630 85,23740-63648,,
ΑΜΜΩΝ ΖΕΥΣ,"


3 Χλμ
",5,www.ammon-zeus.gr,reservations@ammon-zeus.gr,23740-22356,23740-23232,Καλλιθέα,ΚΑΛΛΙΘΕΑ ΧΑΛΚΙΔΙΚΗΣ,630 77,23740-22357,2310475224,2310475972
ΑΜΠΑΣΣΑΝΤΟΡ,"


4 Χλμ
",3,www.ambassador.gr,reception@ambassador.gr,23920-21200,23920-21204,Πλαγιάρι,ΠΛΑΓΙΑΡΙ ΘΕΣΣΑΛΟΝΙΚΗΣ,575 00,23920-21201,,
ΑΜΠΕΛΙΑ,,1,www.hotel-ampelia.gr,info@hotel-ampelia.gr,23740-61601,,Πευκοχώρι,,630 85,,,
ΑΜΠΕΛΩΝΑΣ ΒΑΛΤΑΔΩΡΟΥ,,3,https://hotel-ampelonas.com,hotelampelonas@gmail.com,23320-52300,23320-21540,Άγιος Νικόλαος,,591 00,23320-52303,,
ΑΜΦΙΩΝ,"


8 Χλμ
",1,https://hotelamfion.gr/,info@hotelamfion.gr,23510-62425,23510-63785,Ολυμπιακή Ακτή,ΑΡΕΩΣ 71,601 00,23510-62750,6946-461352,
ΑΝΑΓΕΝΝΗΣΗ ΘΕΡΕΤΡΟΥ ΧΑΝΙΩΤΗ,"


6 Χλμ
",4,www.renaissance-hanioti.gr,giotavoe@melior-resorts.com,23740-53515,23740-52208,Χανιώτης,ΧΑΝΙΩΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 85,23740-52777,6932704012,2374091546
ΑΝΑΙΣ,"


2.5 Χλμ
",3,www.hotel-anais.com,anaiss@otenet.gr,23510-41800,23510-41490,Παραλία Κορινού,ΠΑΡΑΛΙΑ ΚΟΡΙΝΟΥ,600 62,2351041490,2351-041800,
ΑΝΑΣΤΑΣΙΑ,"


0.05 Χλμ
",1,www.hotel-anastasia.com.gr,info@hotel-anastasia.com.gr,23740-51510,23740-53614,Χανιώτης,,630 85,,,
ΑΝΑΤΟΛΗ,"


1 Χλμ
",1,www.sunrise-halkidiki.gr,info@sunrise-halkidiki.gr,6973663957,23750-94581,Σάρτη,ΣΑΡΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 72,94317,2375-094317,
ΑΝΑΤΟΛΙΑ,"


1 Χλμ
",4,www.anatoliahospitality.com,rm@anatoliahotels.gr,2310-522422,2310-512892,Θεσσαλονίκη,ΛΑΓΚΑΔΑ 13,546 29,,,
ΑΝΔΡΟΜΕΔΑ,"


2 Χλμ
",4,,info@andromeda-hotel.gr,2310-254760,2310-267330,Θεσσαλονίκη,ΚΟΜΝΗΝΩΝ 5,546 24,,,
ΑΝΕΜΟΕΣΣΑ,"


7 Χλμ
",2,,,23320-29501,,Αρκοχώρι,,591 00,,,
ΑΝΕΜΟΣ,"


10 Χλμ
",2,,anemos.hotel@yahoo.gr,23740-52775,,Πολύχρονο,ΠΟΛΥΧΡΟΝΟ ΧΑΛΚΙΔΙΚΗΣ,630 85,,231-0471702,231-0472330
ΑΝΕΜΟΣ,"


4 Χλμ
",1,www.anemos-restaurant.gr,panos.anemos@gmail.com,2392051209,2392777736,Αγία Τριάδα,ΚΑΒΑΦΗ 2,570 12,2392036982,,
ΑΝΕΜΟΣ,,1,,hotel.anemos@gmail.com,23770-71660,,Ουρανόπολη,ΟΥΡΑΝΟΥΠΟΛΗ ΧΑΛΚΙΔΙΚΗΣ,630 75,23770-31244,,
ΑΝΕΣΙΣ,"


1 Χλμ
",3,www.hotelanessis.gr,stavrosboukis@gmail.com,2310520200,2310520259,Θεσσαλονίκη,26ΗΣ ΟΚΤΩΒΡΙΟΥ 20,546 27,2310515505,6979222188,
ΑΝΕΣΙΣ,"


1 Χλμ
",2,,rpapathanasiou@yahoo.com,23520-41471,23520-41115,Πλαταμώνας,ΦΡΟΥΡΙΟΥ 16,600 65,23520-41776,2352-041776,2352-041115
ΑΝΕΣΙΣ,"


0.4 Χλμ
",2,,klevasd@hotmail.gr,23750-71532,,Νέος Μαρμαράς,,630 81,,,
ΑΝΕΣΙΣ ΠΑΡΑΛΙΑΣ,,1,,filimegaspetros@gmail.com,23510-61111,,Παραλία,Ι.ΜΕΤΑΞΑ Γ ΠΑΡΟΔΟΣ,601 00,6944675058,6944675058,
ΑΝΘΗ,"


16 Χλμ
",1,,,23740-54140,23740-54140,Πολύχρονο,,630 85,,6974-744119,
ΑΝΘΗΜΟΣ ΘΑΛΑΣΣΑ,"


4 Χλμ
",5,www.anthemussea.gr,ergodomh@otenet.gr,2332024542,23750-72202,Νικήτη,ΝΙΚΗΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 88,,,
ΑΝΝΑ-ΜΑΡΙΑ,,3,www.hotelannamaria.gr,info@hotelannamaria.gr,23740-63508,,Πευκοχώρι,,630 85,,,
ΑΝΝΑ-ΜΠΙΛΛ,"


3 Χλμ
",1,,as_legge@hotmail.com,23740-25445,23740-25445,Καλλιθέα,,630 77,,6977-001101,2374-025445
ΑΝΝΑ-ΡΙΤΑ,"


4 Χλμ
",1,,mtfruits@otenet.gr,2351062092,2351062097,Παραλία,ΥΨΗΛΑΝΤΟΥ 13,601 00,2463021455,,
ΑΝΤΙΓΚΟΝ ΟΥΡΜΠΑΝ ΣΙΚ,,5,www.antigonhotel.com,info@antigonhotel.com,2310523573,2310567061,Θεσσαλονίκη,ΑΝΤΙΓΟΝΙΔΩΝ  15,54630,,,
ΑΝΤΙΓΟΝΗ,"


3.5 Χλμ
",4,www.antigonibeach.gr,welcome@antigonibeach.gr,23750-31809,23750-31060,Άγιος Νικόλαος,ΛΙΒΡΟΧΙΟ ΑΓ.ΝΙΚΟΛ.ΧΑΛΚ/ΚΗ,630 78,23750-31562,2375-032180,
ΑΟΥΣΤΡΑΛΙΑ ΣΙΦΡΟΝΤ ΧΟΤΕΛ,"


11 Χλμ
",1,,DSTERGO@OTENET.GR,23740-41332,23740-41332,Φούρκα,ΦΟΥΡΚΑ ΧΑΛΚΙΔΙΚΗΣ,630 77,23740-44175,,
ΑΠΕΡΑΝΤΟ ΓΑΛΑΖΙΟ,"


8 Χλμ
",2,www.grand-blue.gr,info@grand-blue.gr,23510-64319,23510-61858,Παραλία,ΑΓ.ΠΑΡΑΣΚΕΥΗΣ 12,601 00,,6932-588824,
ΑΠΕΡΙΟ,"


0.3 Χλμ
",3,www.hotelaperio.gr,info@hotelaperio.gr,23510-63005,23510-63009,Περίσταση,,601 00,,6976-687989,
ΑΠΟΛΛΟ ΣΠΟΡΤΣ ΧΟΤΕΛ,"


7 Χλμ
",3,,,23990-20222,,Λάκκωμα,,630 80,,,
ΑΠΟΛΛΩΝ,"


3 Χλμ
",2,,apollonparalia@gmail.com,23510-64441,23510-62610,Παραλία,ΑΓ.ΠΑΡΑΣΚΕΥΗΣ 14,601 00,,,
ΑΠΟΛΛΩΝ,,1,,alfa13n@gmail.com,23520-41637,,Πλαταμώνας,ΕΓΝΑΤΙΑΣ 66,600 65,,,
ΑΠΟΛΛΩΝ,"


50 Χλμ
",2,www.villaapollon.gr,info@villaapollon.gr,23740-81515,,Νέα Φώκαια,Ν.ΦΩΚΑΙΑ ΧΑΛΚΙΔΙΚΗΣ,630 77,23730-81612,6973845840,
ΑΠΟΛΛΩΝ,"


0.8 Χλμ
",1,www.hotel-apollon.de,info@hotel-apollon.de,23750-94636,23750-94636,Σάρτη,ΣΑΡΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 72,6932-140071,0049-306233563,
ΑΠΟΛΥΜΕΝΗ ΠΕΤΡΑ,"


15 Χλμ
",3,,info@apolimenipetra.gr,23710-94094,,Ταξιάρχης,ΤΑΞΙΑΡΧΗΣ Ν.ΧΑΛΚΙΔΙΚΗΣ,631 00,,,
ΑΠΟΣΤΟΛΗΣ,"


17 Χλμ
",1,,,23510-63333,,Ολυμπιακή Ακτή,ΤΕΡΜΑ ΠΟΣΕΙΔΩΝΟΣ,601 00,23510-31944,2351-031944,
ΑΠΟΣΤΟΛΟΣ,,1,,,23750-94097,,Σάρτη,,630 72,,,
ΑΡ ΤΖΙ ΣΤΑΤΟΥΣ,,3,www.rgstatushotel.gr,info@rgstatushotel.gr,23510-61695,23510-61690,Παραλία,ΑΝΑΠΑΥΣΕΩΣ 8,601 00,,,
ΑΡΓΙΛΟΣ,"


1 Χλμ
",1,,argiloshotel@gmail.com,23970-23931,23970-23931,Ασπροβάλτα,ΑΣΠΡΟΒΑΛΤΑ ΘΕΣ/ΝΙΚΗΣ,570 21,,23970-22220,
ΑΡΓΩ,"


7 Χλμ
",3,www.hotelargo.net,fokas.akis@gmail.com,6937270442,23510-64422,Παραλία,ΒΑΣ.ΠΑΥΛΟΥ 1,601 00,2351073396,2351-074445,2351-064422
ΑΡΓΩ,"


0.2 Χλμ
",1,,hotelargo@hotmail.com,2310-519770,2310-528786,Θεσσαλονίκη,ΕΛ.ΣΒΟΡΩΝΟΥ 1,546 30,2310-528786,,
ΑΡΓΩ,"


4 Χλμ
",1,www.hotel-argo.gr,TSELEPIS.AGGELOS@GMAIL.COM,2374025322,23740-20102,Σίβηρη,ΣΙΒΗΡΗ ΚΑΣΣΑΝΔΡΑΣ ΧΑΛΚΙΔ.,630 77,23740-25322,2374025322,2374-020102
ΑΡΓΩ ΜΠΗΤΣ Ν. ΠΛΑΓΙΑ,"


1 Χλμ
",1,,,23730-31185,23730-34007,Νέα Πλάγια,ΜΕΓΑΛΟΥ ΑΛΕΞΑΝΔΡΟΥ 14,632 00,,231-0431951,231-0749905
ΑΡΕΛΛΙΣ,"


10 Χλμ
",1,www.arellis.gr,arellishotel@hotmail.com,23740-91436,,Άφυτος,ΑΦΥΤΟΣ ΧΑΛΚΙΔΙΚΗΣ,630 77,2313012989,6972216296,
ΑΡΕΤΕΣ,"


17 Χλμ
",1,www.hotelaretes.gr,info@hotelaretes.gr,23750-51106,23750-51106,Συκιά,ΑΡΕΤΕΣ ΤΡΙΣΤΙΝ. ΧΑΛΚ/ΚΗΣ,630 72,6948576204,,
ΑΡΕΤΗ,"


10 Χλμ
",2,,,23520-41614,,Παραλία Παντελεήμονα,,600 65,,2352-041614,2352-043789
ΑΡΕΤΗ,"


1 Χλμ
",2,www.hotel-areti.gr,info@hotel-areti.gr,23750-72713,23750-72718,Νέος Μαρμαράς,ΠΑΡΘΕΝΩΝΑΣ Ν.ΜΑΡΜΑΡΑ ΧΑΛΚΙΔΙΚΗΣ,630 81,23750-72714,6944-604031,
ΑΡΕΤΗ,"


0.1 Χλμ
",1,www.hotelareti.gr,info@hotelareti.gr,23510-61931,23510-61245,Ολυμπιακή Ακτή,ΗΡΑΣ 3,601 00,23510-33795,2351-033795,2351-061245
ΑΡΗΣ,,2,,arisappartments@gmail.com,23510-61682,,Παραλία,Α. ΣΤΡΑΤΟΥ 18,601 00,,,
ΑΡΙΣΤΕΙΔΗΣ,,2,www.hotelaristidis.gr,info@hotelaristidis.gr,6973690116,23740-52158,Πολύχρονο,ΠΟΛΥΧΡΟΝΟ ΧΑΛΚΙΔΙΚΗΣ,631 00,,2310334564,
ΑΡΙΣΤΟΤΕΛΗΣ,"


5 Χλμ
",3,www.apollonia-spa.gr,lutnapol@otenet.gr,23930-42150,23930-42088,Λουτρά Βόλβης,51o ΧΛΜ. ΠΑΛΑΙΑ ΕΟ ΘΕΣΣΑΛΟΝΙΚΗΣ ΚΑΒΑΛΑΣ,570 15,23930-42142,,
ΑΡΙΣΤΟΤΕΛΗΣ,"


0.5 Χλμ
",2,www.aristotelishotel.gr,info@aristotelishotel.gr,23970-65616,23970-65616,Σταυρός,ΜΑΝΔΗΛΑΡΑ  3,570 14,,6997014253,
ΑΡΙΣΤΟΤΕΛΗΣ,"


2.5 Χλμ
",4,www.aristoteles.gr,info@aristoteles.gr,23770-24025,23770-24000,Ουρανόπολη,ΚΑΜΠΟΥΔΙ ΟΥΡΑΝ.ΧΑΛΚ/ΚΗΣ,630 75,23770-71012,2377-071012,2377-071296
ΑΡΙΣΤΟΤΕΛΗΣ,"


6 Χλμ
",4,www.aristotelesbeach.gr,info@aristotelesbeach.gr,23740-91146,23740-91124,Άφυτος,,630 77,,2373-033176,2374-091124
ΑΡΙΣΤΟΤΕΛΗΣ,"


0.5 Χλμ
",1,www.aristotelis-hotel.gr,reservations@aristotelis-hotel.gr,23740-42365,23740-42365,Σκάλα Φούρκας,ΠΑΡΑΛΙΑ ΦΟΥΡΚΑ ΧΑΛΚΙΔΙΚΗΣ,630 77,23740-22417,2374-025035,2374-025035
ΑΡΙΤΙ,"


10 Χλμ
",1,,,23510-61117,,Παραλία,ΜΕΓ.ΑΛΕΞΑΝΔΡΟΥ 11,601 00,,2351-061117,
ΑΡΜΟΝΙΑ,,3,www.hotelarmonia.gr,info@hotelarmonia.gr,23840-91203,,Λουτράκι,ΛΟΥΤΡΑΚΙ Ν. ΠΕΛΛΑΣ,584 00,23840-91322,,
ΑΡΤΕΜΙΣ,"


0.5 Χλμ
",2,,hotartemis@gmail.com,23510-62014,23510-62534,Παραλία,ΡΗΓΑ ΦΕΡΑΙΟΥ,601 00,23510-61242,,
ΑΡΤΕΜΙΣ,"


8 Χλμ
",1,,,23750-81329,23750-81329,Νικήτη,ΝΙΚΗΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 88,2310-903223,,
ΑΡΧΑΙΑ ΠΥΔΝΑ,"


20 Χλμ
",2,www.borabora.gr,borabora.pydna@gmail.com,23530-41690,,Μακρύγιαλος,ΠΥΔΝΑ,600 64,,,
ΑΡΧΟΝΤΑΡΙΚΙ,"


0.2 Χλμ
",2,,arxoguest@gmail.com,6980076842,23770-51207,Αμμουλιανή,ΑΜΜΟΥΛΙΑΝΗ ΧΑΛΚΙΔΙΚΗΣ,630 75,23770-51207,,
ΑΡΧΟΝΤΑΡΙΚΙ,,1,,,23750-94521,23750-41105,Συκιά,,630 72,,,
ΑΡΧΟΝΤΙΚΟ,,1,,,23810-31898,,Άγιος Αθανάσιος,,580 02,,,
ΑΡΧΟΝΤΙΚΟ,"


0.1 Χλμ
",2,,arhontikoammouliani@gmail.com,23770-51444,23770-51013,Αμμουλιανή,,630 75,,,
ΑΡΧΟΝΤΙΚΟ,,3,www.arhontikoliamas.gr,info@arhontikoliamas.gr,23970-21072,23970-21073,Άνω Σταυρός,ΑΝΩ ΣΤΑΥΡΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,570 14,,,
ΑΡΧΟΝΤΙΚΟ ΑΦΡΟΔΙΤΗ,"


4 Χλμ
",1,www.arhontiko-aphrodite.gr,info@arhontiko-aphrodite.gr,23520-81415,23520-83646,Λιτόχωρο,ΟΡΦΕΩΣ 1,602 00,,6932-432342,
ΑΡΧΟΝΤΙΚΟ ΒΟΖΙΚΗ,"


20 Χλμ
",4,,,23240-20400,,Αλιστράτη,ΓΕΩΡ.ΣΤΟΙΜΕΝΙΔΗ 11,620 45,,,
ΑΡΧΟΝΤΙΚΟ ΧΑΡΠΑΝΤΙΔΗ,"


6 Χλμ
",2,www.parthenon-hotel.gr,hotelevros@gmail.com,23750-72907,,Παρθενώνας,ΠΑΡΘΕΝΩΝΑΣ Ν.ΜΑΡΜΑΡ.ΧΑΛΚΙΔΙΚΗΣ,630 81,23750-71291,,
ΑΡΧΟΝΤΙΚΟΝ ΚΑΡΑΝΙΚΟΛΑ,,3,,dafni129@otenet.gr,23220-52200,,Δάφνη,,622 00,,,
ΑΡΧΟΝΤΙΣΣΑ,"


7 Χλμ
",1,,hotelgirni@yahoo.com,23510-62861,23510-62861,Παραλία,ΚΙΟΥ ΚΑΙ ΚΥΠΡΟΥ,601 00,,6978-553773,
ΑΡΩΝΙΣ,"


20 Χλμ
",1,,hotelaronis@gmail.com,23520-44318,23520-44319,Νέοι Πόροι,ΟΔΥΣΣΕΑ ΕΛΥΤΗ 8,600 65,23520-43871,2352-041703,
ΑΣΠΙΔΑ,"


15 Χλμ
",2,www.corehotels.gr,info@corehotels.gr,2374052959,,Πολύχρονο,ΠΟΛΥΧΡΟΝΟ ΧΑΛΚΙΔΙΚΗΣ,630 85,,2373-024353,2373-025851
ΑΣΠΡΟ ΤΡΙΑΝΤΑΦΥΛΛΟ,"


6 Χλμ
",1,www.whiterose.gr,info@whiterose.gr,23510-62463,23510-62463,Ολυμπιακή Ακτή,ΠΟΣΕΙΔΩΝΟΣ 29,601 00,6973988330,231-0615963,231-0615963
ΑΣΤΕΡΑΣ,"


0.1 Χλμ
",2,www.hotel-asteras.gr,info@hotel-asteras.gr,23750-94606,2310-923413,Σάρτη,ΣΑΡΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 72,,231-0543165,231-0923413
ΑΣΤΕΡΑΣ,"


10 Χλμ
",2,www.hotel-asteras.com,info@hotel-asteras.com,23840-91458,23840-91458,Λουτράκι,ΛΟΥΤΡΑΚΙ ΑΡΙΔΑΙΑΣ ΠΕΛΛΑΣ,584 00,,,
ΑΣΤΕΡΑΣ,"


0.5 Χλμ
",2,www.asteras-hotel.gr,asterashotel@gmail.com,2374062390,23740-62292,Χανιώτης,ΑΜΜΟΥΔΕΣ,630 85,,2373-022456,2273-024963
ΑΣΤΕΡΑΣ,"


1 Χλμ
",3,www.asterashotel.com,asterasn@otenet.gr,23320-52332,23320-52336,Νάουσα,2 ΧΛΜ.ΝΑΟΥΣΑΣ-ΒΕΡΟΙΑΣ,592 00,,,
ΑΣΤΕΡΗΣ ΧΩΡΙΟ,"


15 Χλμ
",3,www.asterisvillage.gr,info@asterisvillage.gr,6977338424,23710-52678,Πολύγυρος,ΓΕΡΑΚΙΝΗ ΧΑΛΚΙΔΙΚΗΣ,631 00,23710-21455,2332021580,
ΑΣΤΕΡΙ ΠΑΡΑΔΕΙΣΟΥ,"


25 Χλμ
",2,www.starparadise.gr,tolio1@otenet.gr,6978968010,23750-72416,Νέος Μαρμαράς,Ν.ΜΑΡΜΑΡΑΣ ΧΑΛΚΙΔΙΚΗΣ,630 81,,6978968010,
ΑΣΤΕΡΙ ΤΟΥ ΕΒΡΟΥ,"


6 Χλμ
",2,www.evrostar.gr,hotelevrostar@gmail.com,23510-64318,,Παραλία,ΚΙΟΥ 7,601 00,,,
ΑΣΤΕΡΙΑΣ,"


8 Χλμ
",1,,asteriasparalia@yahoo.gr,23510-62071,23510-35358,Παραλία,ΝΑΥΤΙΚΟΥ ΟΜΙΛΟΥ 4,601 00,,2351035358,2351035358
ΑΣΤΕΡΙΑΣ,"


25 Χλμ
",2,www.hotelasterias.gr,info@hotelasterias.gr,23750-51279,,Κουφός,ΠΟΡΤΟ ΚΟΥΦΟ ΧΑΛΚΙΔΙΚΗΣ,630 72,,6978-331184,
ΑΣΤΟΡΙΑ,"


0.1 Χλμ
",3,www.papcorp.com,astoria@papcorp.gr,2310-505500,2310-531564,Θεσσαλονίκη,ΤΣΙΜΙΣΚΗ & ΣΑΛΑΜΙΝΟΣ 9,546 26,8011-155550,,
ΑΣΤΡΙ,"


0.2 Χλμ
",1,,k.spartakos@yahoo.de,23750-72036,,Νέος Μαρμαράς,,630 81,6976874890,,
ΑΣΤΡΟ,"


6 Χλμ
",1,www.astro-apartments.gr,astro3@otenet.gr,23510-61394,23510-64293,Παραλία,ΓΕΩΡΓΑΚΗ ΟΛΥΜΠΙΟΥ 7,601 00,23510-34832,,
ΑΣΤΡΟ,"


2 Χλμ
",1,www.hotelastro.gr,info@hotelastro.gr,23430-23332,23430-23025,Πολύκαστρο,ΟΛΥΜ.ΔΙΟΣ 1,612 00,23430-24979,,
ΑΤΗΡΑ,"


3 Χλμ
",1,www.atira.gr,atirastudios@yahoo.gr,23510-64486,,Ολυμπιακή Ακτή,ΟΥΡΑΝΙΑΣ 12,601 00,69721-58579,23510-34098,
ΑΤΛΑΝΤΙΣ,"


0.2 Χλμ
",1,www.atlantishotel.com.gr,info@atlantishotel.com.gr,2310-540131,2310-540350,Θεσσαλονίκη,ΕΓΝΑΤΙΑΣ 14,546 26,,,
ΑΤΛΑΝΤΙΣ,"


7 Χλμ
",3,atlantispieria.gr,atlantispieria@yahoo.gr,2351062111,2351062546,Παραλία,Ι.ΜΕΤΑΞΑ 1,601 00,2351061323,2106019689,2351062546
